year,title,college,author,supervisor,matched_domain,similarity,abstract
2022,代码实体与注释短语的关联关系识别研究,计算机学院,宾泽铭,沈玮,SE,0.3737,"在软件开发项目中，自然语言注释作为源代码的功能解释和描述，往往需要投入大量的人力对其进行更新维护，研究人员希望通过人工智能相关技术改变这一现状，实现注释自动更新的目标。显然，为了建立触发自动更新的指标，需要准确识别源代码中哪些代码实体与其对应的自然语言注释具有关联关系。在代码实体与注释短语的关联关系识别上，先前的相关研究进展迅速，但是也都面临着两个问题，分别是代码数据中信息含量有限和数据集之间存在分布差异与噪声干扰。这两个困难是该任务在当前研究阶段尚未解决的现实阻碍，影响着整体的研究进程。


为了解决这两个问题，本文提出了一种以丰富有效信息含量为目标的框架。本框架首先通过大规模预训练语言模型建立了代码数据与海量的无监督英文文本之间的联系，通过引入丰富的外部语义知识，在实质上提升了代码数据的有效信息含量。随后本框架借鉴了弱监督学习和多领域学习的思想，建立了一种显性融合与隐性融合相结合的数据融合方法，缓解了数据集之间的分布差异和噪声干扰带来的负面影响，进一步利用了不同数据集中代码数据所蕴含的有效信息。本文在一个公开数据集上设计了相关的实验来测试框架的性能，实验结果表面，本文提出的框架在代码实体与注释短语的关联关系识别任务上相对于七个基准方法都取得了显著的提升。"
2022,面向复杂场景的知识图谱推理技术研究,计算机学院,张瑶,杨征路,SE,0.2887,"知识图谱能够结构化表示、理解和互联人类知识，已经成为人工智能技术从感知智能向认知智能发展的核心驱动力之一。知识图谱推理技术通过对数据的深度分析和推理，使机器智能具有和人类一样的推理和决策能力，近年来得到了长足发展。然而，在知识图谱数据体量快速扩增以及与下游应用连接逐渐紧密的背景下，知识图谱推理技术开展所面临的场景也日益复杂。在复杂场景中，现有知识图谱推理技术面临着关系分布不均衡、推理距离长短混合和事实表达形式多元化的挑战。为了应对复杂场景中的这三个挑战，本文以两个代表性的知识图谱推理技术—–知识图谱表示学习技术和多跳推理技术为研究对象，提出广义关系学习、长短距离混合的多跳推理和多元知识图谱多跳推理三项研究目标。为了实现提出的研究目标，本文系统性地开展了三项研究内容： 第一，针对复杂场景下关系分布不均衡的挑战，提出了基于语义关联感知的广义关系学习方法，有效提升了知识图谱表示学习模型对关系类型的泛化性能。在关系分布不均衡的复杂推理场景下，现有知识图谱表示学习模型面临着对少样本关系向量表示的学习不充分和无法应对零样本关系的困难。为了实现广义关系学习的研究目标，本文提出了基于语义关联感知的广义关系学习方法。此方法通过感知并融合关系间的语义关联，实现对多样本、少样本和零样本关系的联合学习。通过在九个基准数据集上的实验验证，证实了此方法在链接预测、少样本关系学习和零样本关系学习任务上的优越性能。 第二，针对复杂场景下推理距离长短混合的挑战，提出了面向混合推理距离的通用多跳推理方法，有效提升了当前多跳推理技术的能力上限。在推理距离增长的复杂推理场景下，现有多跳推理技术大多应用于短距离推理场景，而对推理距离长短混合的场景缺乏关注。为了实现长短距离混合多跳推理的研究目标，本文提出面向混合推理距离的通用多跳推理方法。此方法通过融合局部-全局知识、差异化丢弃候选行为和自适应停止搜索，使多跳推理技术能够正确选择推理方向和判断推理距离。通过详尽的实验评估，此方法在短距离、长距离和长短距离混合三种推理场景下均表现出了优越的推理性能。 第三，针对复杂场景下事实表达形式多元化的挑战, 提出了针对多元知识图谱问答的事实树推理方法，突破了传统多跳推理技术在多元知识图谱问答任务上的局限性，所提出的首个多元知识图谱问答数据集有助于推动多元知识图谱的相关研究。在事实表达形式升级的复杂推理场景下，现有多跳推理技术只关注于二元知识图谱上，而忽视了多元知识图谱的研究。为了实现多元知识图谱多跳推理的研究目标，本文从多跳推理技术出发，基于多元知识图谱问答任务，有针对性地提出了事实树推理方法。事实树推理方法将多元知识图谱问答过程建模为事实树构建、事实定位和事实推理三阶段。通过详尽的实验评估，此方法在二元和多元知识图谱问答任务上均有出色的性能表现，同时此方法还具有良好的可解释性和可扩展性。 以上三项研究内容分别研究：1）关系的复杂化，即从以多样本关系为核心的传统场景，到以多样本、少样本和零样本关系为核心的复杂场景，2）路径的复杂化，即从以短距离路径推理为核心的传统场景，到以长短距离混合推理为核心的复杂场景，以及3）事实的复杂化，即从以二元事实为核心的传统场景，到以多元事实为核心的复杂场景。综上所述，本文工作以关系-路径-事实为研究主线，依照从传统到复杂的研究理念，形成了紧密的面向复杂场景的知识图谱推理技术研究网络。"
2022,联邦学习后门攻击防御方法研究,计算机学院,侯博禹,张莹,Security,0.3165,"在大数据时代，数据拥有者因为担心隐私泄露而不愿共享数据资源的现象愈发突出，导致越来越多数据孤岛的出现。联邦学习作为一种保护数据隐私的合作学习框架，成为解决数据孤岛问题的新思路。但是，联邦学习面临着来自内部恶意合作者的后门攻击威胁。后门攻击会导致模型对带有特定特征的数据输出特定错误结果，危害大且难以被发觉，大大削弱了联邦学习的安全性。因此，如何防御后门攻击成为提升联邦学习安全性的关键问题之一。


       现有的联邦学习中的后门攻击防御方法可分为基于攻击模型异常行为检测的防御方法和基于鲁棒性聚合算法设计的防御方法。但是，现有基于攻击模型异常行为检测的防御方法在获取数据的过程中常有违联邦学习对隐私的要求，即使引入额外的加密协议以保护隐私，也因极大地增加了计算开销而不具可应用性；现有的鲁棒性聚合算法虽然提升了联邦学习的鲁棒性，却往往不能应对典型的后门攻击。针对现有方法的不足，本文对联邦学习后门攻击防御技术展开研究，主要内容包括：


       第一，基于后门触发器检测的防御方法。为了提升计算效率、保护客户端数据隐私，本文在服务器端训练后门分类器，将分类器分发给参与者，参与者仅需在本地进行触发器的检测与清除。实验表明去除触发器区域后模型主任务在后门数据上的准确率可以从接近0提升到88%以上，显示出算法的有效性。


       第二，基于安全部分聚合协议设计的防御方法。本文为联邦学习设计能抵御典型后门攻击的部分聚合算法，PartialAvg，并针对该算法设计安全部分聚合协议。多个数据集上的实验结果表明，算法可以在几乎不影响联邦学习模型收敛速率的情况下，将一次性后门攻击的成功率从99%降至0，并能有效抵御多种后门攻击策略；同时该算法天然具有一定的隐私性，可以有效防御隐私推理攻击。"
2022,基于字形与上下文信息的中文文本表示方法的研究,计算机学院,朱亚朋,卫金茂,CV,0.3103,"文本表示是将文字转化成向量或者矩阵，通过特征信息的集合来表示原始文本数据的过程，是一系列自然语言处理任务的基础，其表示的好坏将直接影响模型的性能。文本表示的关键是应用特征提取方法对目标文本序列进行处理进而获取丰富的语义信息。在深度学习的背景下，现有的特征提取模型取得了不错的效果，然而在处理以中文为例的象形文字时，往往忽略文字本身所含有的结构化信息，即文字的视觉特征。另一方面，在提取文本的上下文语义信息时，多数模型都需要通过堆叠更多的网络层才能获取丰富的语义表示，这就限制了其在计算资源有限的条件下的使用。


      针对现有特征提取方法存在的上述问题，本文在BERT中文预训练语言模型获取文本向量表示的基础上引入字符本身的结构化信息，通过将文字转化成图像的方式，设计适用于字符图像的特征提取网络对其进行处理，并利用提取的视觉特征增强通过BERT预训练模型初始化的文本向量的表征能力。将融合后的向量作为上下文特征提取模型的输入。另外，在获取全局上下文信息时，本文提出了一种仅包含输入部分和两个子单元的单层体系结构，以学习全上下文语义表示。以输入文本序列中的字为目标字，该模型在三元组中搜索语义特征，该三元组包含目标字本身及其左右上下文向量。它试图在目标字及其上下文向量而不是其相邻字之间建立语义关系。因此，我们模型的存储成本随着序列长度线性增长，而不是平方增长。总的来说，我们通过整合象形文字本身的视觉特征以及其上下文信息得到最终的表示，在文本分类以及中文命名实体识别任务上的实验证明了本文提出的方法与现有的文本表示方法具有可比性或更好。"
2022,基于微服务架构的电子邮件检索系统设计与实现,计算机学院,徐礼承,温延龙,Security,0.316,"电子邮件在人们的通信交流中有着广泛的应用，但是其作为通信媒介也会被违法犯罪人员利用，如通过电子邮件推送违法广告、恶意病毒以及影响国家稳定的不良信息等。如何从海量的电子邮件数据中检索到关键信息并发掘出隐藏在邮件背后的人员和团体，逐渐成为当前信息检索与信息安全领域的一个重要研究课题。


在上述背景下，应国内某业务部门邀请，本文设计并实现了基于微服务架构的电子邮件检索系统。系统要求分批次导入电子邮件数据，且单批次邮件数量规模较大，并且不同批次的邮件分析需求存在差异，需要根据数据特点研发新的检索策略。因此系统基于微服务架构进行设计，可以灵活分配硬件资源，同时提升开发与运维效率。


基于微服务的开发背景和电子邮件检索的业务需求，系统分为服务注册与发现服务、配置中心服务、路由网关服务和应用监控服务等四个基础功能服务以及数据导入服务、电子邮件检索服务和用户与权限服务等三个业务功能服务，在分层开发的指导原则下分别完成了各个服务的设计与实现。系统经过功能与性能测试，达到了预期需求。系统已在该业务部门使用，提供了超过千万封邮件的检索服务，挖掘了潜在的人员和团体关系，收到了良好的效果。


针对系统在邮件导入和检索性能两方面遇到的瓶颈问题，本文提出了解决方案，并在系统中加以实现。第一，电子邮件文件体积小数量多，在读取和保存时需要大量的IO操作，影响数据导入性能，本系统采用基于多线程读取与批量保存的异步索引构建方案，有效地减少了数据导入的时间。 第二，电子邮件的检索需求包括关键词检索和人物关联检索，采用传统的单一数据存储方案和检索方式不能满足性能需求，本系统提出了面向多维查询的混合式存储检索解决方案，极大地提高了系统的检索性能和准确性。"
2022,联邦学习中数据增强与通信优化方法研究,计算机学院,张嘉超,徐敬东,CV,0.3285,"在数字经济时代，数据已经成为推动经济发展的重要因素。传统的机器学习借助云服务器强大的计算能力，将数据集中在云端进行训练，然而大规模的数据传输给网络带宽和隐私保护带来了挑战。联邦学习通过多客户端训练、服务器端模型聚合的方式以缓解网络带宽压力，保障数据隐私安全。但是，联邦学习中客户端的数据来源各不相同，形成的非独立同分布（non-IID）数据极大降低了模型精度。同时，客户端计算资源与网络资源差异导致训练等待问题，服务器需要等待所有客户端模型上传后才能进行全局模型更新，增加了训练时长。本文针对上述问题进行研究，具体工作如下：


      1) 针对non-IID 数据挑战，本文提出的FLGAN 算法采用两阶段训练。第一阶段利用联邦生成对抗网络进行数据增强，生成符合全局特征的新样本构建IID数据以提升模型准确率。第二阶段基于K-Means 算法对客户端模型分组，并根据客户端样本分布特征计算模型权重，完成组内和组间加权聚合，提升模型准确率的同时加快收敛速度，缓解带宽压力。


      2) 为解决联邦学习中的训练等待问题，本文基于DC-ASGD 算法，在FLGAN基础上实现AFLGAN 算法。在训练过程中，服务器采用异步通信方式减少训练时长，无需等待所有客户端模型进行全局模型更新，并借助泰勒展开降低梯度延迟造成的影响。


      3) 在保护用户隐私的前提下，边缘设备相较于端设备拥有更好的计算资源和网络资源。因此本文基于云-边-端三级架构实现边缘联邦学习系统，对客户端与服务器进行容器化封装。系统支持任务部署与训练，简化部署流程的同时加快部署速度。"
2022,基于引导特征感知的视觉显著性目标检测研究,计算机学院,方贤,邵秀丽,CV,0.4172,"视觉显著性目标检测，可以快速地辨别出一幅自然图像中最引人注目的对象或者区域，在图像分割、图像编辑、图像恢复、人机交互和路径规划等应用中发挥着重要的作用。然而，纷繁复杂的环境会存在遮挡、倒影、模糊、光照、小物体和低对比度等各类干扰，使得视觉显著性目标检测方法在性能上面临泛化性不足、实时性低下、鲁棒性较差和精准性欠佳的挑战。为了应对这些挑战，本文面向复杂的野外自然场景下目标的前背景分离任务，从引导充足特征和特征自主感知的方向探索特征的获取与利用，提出了基于引导特征感知的视觉显著性目标检测的研究方法。论文的主要研究内容如下：


      第一，针对图像目标的中央与边缘位置的有效信息量不均衡所导致的检测泛化性不足的挑战，本文通过以中央的对称发散方式增强边缘的标签量，提出了一种新颖的基于交互分支网络的RGB显著性目标检测方法。该方法依据距离因子来将真实标签进行剥离，形成伪身体和细节标签，以专注于对骨干和轮廓的信息反馈。进一步地，该方法运用设计的两个中心对称的分布函数对离散的伪标签进行像素级别的自适应增强与减弱，生成强化与弱化的身体和细节标签，从而获得更多具有区分性的标签信息。在此基础上，该方法构建四个分支解码器以获取不同类型的特征，并搭配一个交互编码器来可选择地参与二阶段的特征交互，进而完成迭代式的信息交换。同时，该方法设计以任务为导向的损失函数用以协作地监督网络的训练过程。多组的实验结果表明，此研究的泛化能力优越于同时期的其它方法。


      第二，针对图像中有用特征的缺乏以及冗余特征的污染容易造成算法收敛速度慢所导致的检测实时性低下的挑战，本文通过对庞大的网络结构进行优化设计，提出了一种高效的基于梯形上下文关联互补网络的RGB显著性目标检测方法。该方法首先通过在独立的分支中插入带有不同的内核大小或者膨胀比率的空洞卷积以动态地收集初始特征的多样化信息，然后通过整合邻居层与非邻居层的高级语义信息和低级细节信息以紧密地聚合不同等级的特征，最后通过利用多对交替的自顶向下和自底向上的特征交互流以逐步地收缩多尺度信息直至细化。通过多组的实验对比，此研究能够兼顾效益和效率，在保障了检测精度的前提下，也有效地节省了检测的时间成本。


      第三，针对图像的多模态特征融合的不兼容以及多尺度特征聚合的不充分所导致的检测鲁棒性较差的挑战，本文通过采取同步与异步的特征合并策略，提出了一种融合的基于多模态和多尺度细化网络的RGB-D显著性目标检测方法。一方面，该方法使用构造的通道注意力机制和空间注意力机制的串行有序的连接形式来促进颜色模态和深度模态的特征的多模态融合。另一方面，该方法使用构造的渐进的交互和跳跃的交互的并行无序的连接形式来促进较高层、中间层和较低层的特征的多尺度聚合。除此之外，该方法设计联合型的损失函数分别从单个或整体的层面施加对像素点重叠度的约束，来计算每个像素点的局部相关性和全局相关性，用于保障像素点的类间的区分性和类内的一致性。详尽的实验对比发现，此研究的鲁棒效果相比于同时期的其它方法有着明显的优越性。


      第四，针对深度卷积神经网络存在的特征表达能力的上限所导致的检测精准性欠佳的挑战，本文通过将Transformer以组群的结构引入特征编码，提出了一种新型的基于群Transformer网络的RGB-D显著性目标检测方法。为了更好地学习跨模态和各尺度特征的共同信息，该方法以三元组的形式对中三层和后三层的特征进行软分组。该方法首先将输入特征经过反复提纯与注意力机制增强以净化颜色模态和深度模态的跨模态特征，其次对产生的特征进行上下采样并拼接以确保不同组内的各尺度特征的大小统一且相互关联，接着构建多组共用能量权值的Transformer编码器以达到组群内部特征的信息共享效应，最后级联式地将所有特征聚类后按由高层传往低层进行结合以生成输出特征。通过详尽的实验证实，此研究取得了更为理想的检测精准度。


      综上所述，本文以基于引导特征感知的视觉显著性目标检测为研究点，针对复杂的野外自然场景下检测的泛化性不足、实时性低下、鲁棒性较差和精准性欠佳的研究挑战，从RGB单模态和RGB-D多模态两个角度出发，围绕在特征提取、特征挖掘、特征变换和特征融合过程中的充分性、关联性、互补性和兼容性等方面，深入探讨了基于交互分支网络的RGB显著性目标检测、基于梯形上下文关联互补网络的RGB显著性目标检测、基于多模态和多尺度细化网络的RGB-D显著性目标检测和基于群Transformer网络的RGB-D显著性目标检测的具体研究内容，形成了较为完整而紧密的研究体系。"
2022,序列图像的识别与检测算法研究,计算机学院,梅杰,程明明,CV,0.4207,"序列图像是一组按照特定时空域顺序排列的图像集合，与普通图像不同，序列图像不仅蕴含图像内部的语义信息，图像之间也存在着语义依赖关系（即序列图像的“序列性”）。对序列图像的处理是计算机视觉领域重要的研究课题，在医学影像辅助诊断、遥感图像处理以及视频分析等领域都有着广泛的应用。本文以序列图像的识别与检测算法为研究目标，将序列图像展开为空间和时间序列图像，致力于探索如何高效地挖掘图像内部和图像之间的深层次语义关联信息。从基于立体空间序列图像的肺结节检测、基于平面空间序列图像的道路提取和基于时间序列图像的变化检测等三个具体的视觉任务出发，对不同分布的序列图像进行分析，通过改进视觉注意力机制，建立了具有更强的序列关联性表达能力的深度网络模型。本文的主要研究内容和贡献包括以下几个方面：


1. 对于立体空间序列图像中的肺部 CT 图像，针对其立体空间维度较高的难点，提出了切片关联注意力网络进行肺结节的检测。受到医生临床诊断肺结节方式的启发，设计了一种切片分组非局部模块，将切片维度分组的思想引入自注意力机制中，来充分学习CT 图像中的立体空间序列信息。三维区域候选网络对肺结节的检测通常会带来大量的假阳性样例，设计了基于多尺度特征图的假阳性抑制模块来进一步优化检测的结果。此外，提出了医学影像领域目前为止规模最大的肺结节检测数据集 PN9，与之前的肺结节检测数据集相比，其在数据规模、种类多样性、图像丰富度和检测困难程度上都有了较大的提高。通过在不同数据集上的大量实验，充分验证了所提出的切片关联注意力网络能够有效提高肺结节检测的性能。


2. 对于平面空间序列图像中的道路遥感图像，针对其它地物会对道路进行遮挡的问题，提出了拓扑连通注意力网络从而直接提取出连通性较好的道路。考虑到道路在平面维度上连续分布并呈现出跨度大且细长的形状，设计了条形卷积模块，其利用水平、垂直、左对角线和右对角线等四种不同方向的条形卷积来学习道路的长距离依赖信息，同时抑制不相关区域对特征学习的干扰。此外设计了连通性注意力模块来探索相邻像素之间的连通关系，其能够缓解建筑物或树木等对道路的遮挡问题，提高道路的拓扑正确性。通过在两个公开数据集上的大量实验，验证了拓扑连通注意力网络在保证道路连通性方面的有效性。


3. 对于时间序列图像中的双时序高分辨率遥感图像，提出了差异感知注意力网络来同时进行建筑物分割和多级别变化检测。为了探索不同时序图像中能够反映出差异性变化模式的通道，设计了双时序聚合模块，其能够同时学习全局变化信息。此外，考虑到图像中存在的不同级别变化，进一步设计了差异注意力模块来探索多级别变化之间的局部联系，并提高对不同等级变化的判别能力。在大规模建筑物变化检测数据集上的大量实验表明，相比于其他的方法，本文提出的差异感知注意力网络具有较大的优越性。


4. 基于时间序列图像中的双时序高分辨率遥感图像，进一步提出了基于全局差异与局部注意力的网络模型进行变化检测。结合卷积神经网络能够更好的提取图像的低阶细节信息和 Transformer 可以对长距离依赖关系进行建模的优势，采用混合两者的架构作为编码器来提取图像特征。设计了全局差异模块，来学习全局变化信息并提高对图像中所有像素的整体理解。此外，设计了局部门控注意力模块，来学习局部变化差异并增强对双时序图像间多级别变化的判别能力，其利用门控自注意力机制来学习相邻变化敏感特征块之间的局部依赖性。通过大量实验，验证了此模型应对变化检测任务是有效的。"
2022,基于云原生5G网络的多源360°视频传输资源调度问题研究,计算机学院,苑新婧,徐敬东,Network,0.3117,"360°视频作为最典型、最普及的虚拟现实应用之一，在近年来快速发展，逐渐成为热门的新兴视频应用。与传统2D平面视频不同，360°视频需要具备更高的分辨率、帧率和动态范围。在相同的清晰度标准下，传输360°视频的下行带宽需求是传统2D平面视频的4–5倍。目前学术界通常采用基于切块的360°视频自适应流媒体传输方案，在保证用户体验质量的同时降低传输过程中的带宽需求。这种方案仍然受限于单源传输网络框架中有限且波动性较强的端到端下行带宽，以及用户视场预测的准确率。为了提升360°视频的用户体验质量，本文基于云原生5G数据中心网络架构部署360°视频流媒体传输服务。依据架构本身特性，利用5G承载网中的多个边缘数据中心或无线接入网中的多个微基站，以多源的形式向用户传输360°视频。在构建多源传输方案时，设计合理高效的资源调度算法来提高各类资源的利用率。主要研究成果包括以下三个方面：

   第一，针对源端带宽进行资源调度优化，提出一个基于切块技术的多源360°视频流媒体传输框架。用户向位于不同边缘数据中心的视频服务器请求一个视频片段中的不同切块，形成多个视频服务器共同服务一个用户的模式。在框架中客户端决策参与传输服务的视频服务器集合，以及向每个所选的视频服务器请求的视频切块数量，目标是在提升用户体验质量的同时尽量减少系统代价。同时考虑延迟硬约束和连接软约束，设计联合调度问题，并为问题提出了隐式限制方案和显式限制方案来制约服务器连接的数量。进一步地，两个方案的求解算法均能通过理论分析得出算法求解的近似最优性和运行的多项式时间复杂度。通过设计小型测试平台和大型仿真实验对算法进行验证评测，结果显示两个在线算法的运行时间均不超过视频片段持续时长的9.5%，保证了系统的轻量级实现。所提方案有效提升了源端总带宽，在产生可接受的系统开销的同时，保证了用户体验质量。

   第二，利用网内计算和存储资源对传输进行优化，提出一个基于缓存辅助超分辨率的多源360°视频流媒体传输框架。在该框架中，边缘数据中心向接入数据中心传输低质量的视频。在视频切块传输至接入数据中心后，利用接入数据中心的计算资源，采用超分辨率技术将低质量切块恢复为高质量切块。为了减少视频切块的传输时间和超分辨率的处理时间，利用接入数据中心处的存储资源，提前缓存部分高质量切块。框架中决策提前缓存哪些切块以减少传输和处理的整体延迟。在设计缓存问题时，同时考虑缓存效益、调度复杂性和视频内容动态变化等多方面因素。为了解决该问题，本文设计了一个基于分配竞争的最优决策算法。大量的实验评估验证了所提方案在各种系统设置中与其他方案相比的优越性能，如视频播放总卡顿时长最多为其他方案的84.2%。

   第三，针对无线接入网带宽进行优化，提出一个视频流信息感知的多源360°视频流媒体传输框架。在所提出的框架中，多个微基站利用协同多点联合传输技术，以功率放大的方式共同为一个视频用户传输数据；为了降低系统代价，将一段时间内不参与传输的微基站暂时设置为休眠状态。框架中需要决策将哪些微基站设置为休眠状态，以及如何为每个视频用户构建微基站分组，目标是最大化全局用户可用带宽的同时减少系统代价。同时，在设计问题时需要关注360°视频流媒体信息的影响，从而做出全局最优决策。本文设计了一个主从算法，使得问题能够在单时间片的理想设置下求出最优解；为了更贴近实际设置，将问题扩展至双时间片设置中，并求得近似最优解。大量的实验评估验证了所提方案在各种系统设置中与备选方案相比的优越性能，如视频播放总卡顿时长是其他方案的62.9%-92.5%。"
2022,云计算智能资源划分管理框架研究,计算机学院,陈若冰,刘晓光,Network,0.3252,"随着全球数字经济的发展和产业数字化的深入，企业上云成为大势所趋。 云计算数据中心也成为最重要的社会基础设施之一。当前，大型数据中心存在运营成本高和资源利用率低的行业痛点。多任务混部是提高资源利用率最有效的手段之一。但是，混部的多任务会竞争有限的共享资源，从而大致系统性能下降。为了提升整体系统性能，数据中心的资源划分成为该领域的重要研究热点。


尽管资源划分问题已经得到了广泛的研究，但是还存在一些尚未解决的重要挑战，使得设计一个足够好的资源划分框架变得非常困难。首先， 由于多个性能影响因素之间的复杂关系，很难精确分析混部在服务器上的任务的性能。 其次，云环境中经常会面临快速且不可预测的系统状态变化，这要求资源划分框架需要能够在线实时地做出适应状态的变化的智能决策。第三，为了避免落入局部最优，云计算数据中心要为多维资源分配设计最优划分方案，但寻找这一最优解需要巨大搜索量。第四，数据中心还需要处理黑盒任务以及黑盒优化目标等场景，黑盒任务对云服务提供商是不可见的，无先验知识可利用；而黑盒目标无法显式地被定义来直接进行优化。


本文提出了云计算智能资源划分管理框架的概念。本文的主要工作是将强化学习与深度学习技术引入资源划分问题，首先提出七个设计准则填补资源划分问题缺乏形式化定义的空白，为寻找符合实际需求的最优解提供指引；其次，设计出高效的资源划分调度算法，从而降低在各通用系统上运行的开销。具体来说，本文的工作如下:


第一，提出了面向通用云计算的智能化资源划分管理框架的七个形式化标准： 自治性、智能性、有效性、高效性、协调性、自适应性、可扩展性，并在后续四个具体的资源划分管理场景中贯彻执行。


第二，针对具有先验信息的已知任务，论文分别针对单服务器和数据中心的场景，提出了基于深度强化学习的服务器资源划分框架以及基于图神经网络的资源划分感知的数据中心任务放置方法，提升了单服务器任务执行效率和数据中心资源利用率。与当前最好的工作相比，本文工作可以将单服务器吞吐率提高13.3%~18.5% 。在考虑任务放置后，可以将数据中心中单服务器吞吐率提 高25.3%~47.7%。


第三，针对无先验信息的黑盒任务，论文提出了基于在线学习的动态资源划分框架，根据任务负载动态变化实现自适应的资源划分。与当前最好的工作相比，本文工作可以允许混部更多的延迟敏感型的黑盒任务，并将后台任务吞吐率平均提高1.7到12倍。


最后，针对黑盒多目标资源划分问题，论文提出了基于多智能体协同的优化方法，实现了在多个互相冲突的优化目标之间的最优权衡。与当前最好的工作相比，本文工作可以在提高吞吐率21.6%~60.7%的同时，将公平性提高13.4%~29.2%。


综上，面向云计算数据中心的智能化资源划分管理需求，本文提出基于强化学习和深度学习的优化方法，解决了面向已知任务场景下的服务器单目标、数据中心单目标的多资源划分问题；面向延迟敏感黑盒任务的单目标和面向带冲突的黑盒多目标多资源划分问题。本文研究工作中所提出的解决方案可以为其他资源、设备有限的调度问题或提供有益的启发。"
2023,基于校园数据的学生画像与动态行为分析技术研究,计算机学院,李文茹,张海威,CV,0.2885,"在大数据时代，高校校园信息化建设使得海量的教学数据和学生生活数据被记录下来，深入挖掘校园数据蕴藏的内涵和联系，已经成为新时代学生教育管理的重要研究课题。学生画像是指通过对学生静态属性和动态轨迹的挖掘分析，从海量原始校园数据中抽象出学生特征标签，进而对学生行为进行全面、客观的分析，帮助教育工作者掌握学生成长规律和行为模式，为高校学生教育管理科学化、精准化提供科学依据和数据支撑。因此，研究学生画像生成方法具有重要的应用价值和现实意义，本文分别从学生的静态属性数据和动态轨迹数据两个角度展开研究，主要内容如下：


第一，为了提高校园数据的利用效率，解决“信息孤岛”的问题，本文研究并实现了基于自适应特征交叉的学生画像生成方法。采用自适应特征交叉的两阶段神经网络模型，利用多源多维度的学生静态属性数据，通过特征拼接、特征映射、自适应交叉和特征融合，分别学习不同来源的学生静态属性信息特征及不同来源学生信息之间的关系构建出学生画像，同时得到不同来源的学生特征在学生画像生成过程中的贡献权重。


第二，为了解决高校无法获取有效学生静态属性数据的特殊情景下，对学生行为进行分析和预测的问题，本文研究并实现了基于动态轨迹分析的学生画像生成方法。采用基于长短时记忆网络的动态轨迹分析，从校园一卡通记录的学生动态轨迹数据出发，挖掘校园动态轨迹分布和变化规律与学生特征之间的关联，在无任何先验信息场景的情况下生成学生画像。


真实数据集上的实验结果表明，论文的两种方法均可以从专业学习、创新思维、实践参与、文艺体育、自立能力、发展潜力六个维度对学生的发展情况和能力进行评分，具有很强的可解释性。本文还结合了高校实际育人场景，对生成的学生画像进行样例分析、演化分析、应用示范和模型对比，在实际应用层面验证了学生画像的现实意义和应用价值。"
2023,分前缀ANN向量搜索引擎系统架构设计,计算机学院,潘宇,王刚,CV,0.2706,"随着自然语言处理和深度学习的高速发展，向量搜索引擎在语义检索中能够提供比基于词项匹配的传统搜索引擎更相关的查询结果和更好的用户体验。在分前缀向量搜索场景下，每个BS服务器需要管理和存储的数据量以及数据总访问热度都应该大致相同。BS服务器使用NVMe SSD作为外存保存原始向量可以大幅减少存储开销，但是由于NVMe SSD和DRAM的性能差距，引入NVMeSSD也会带来性能的损失。

为解决上述问题，本文提出了一种分前缀ANN向量搜索引擎架构。该架构设计了一种名为数量-热度前缀均衡分区算法对前缀数据集进行划分，它会先执行两阶段分区算法获得一个数据量和热度大致均衡的分区结果，然后使用分区迭代调优算法得到与BS服务器数目对应的前缀分区并且保证分区之间可以同时达到数据量均衡和热度均衡。对于单节点的BS服务器的向量搜索方案，本文针对前人工作的不足提出了与乘积量化结合的HNSW索引，它先使用量化距离执行HNSW搜索得到粗排结果，再使用原始向量计算精确距离进行rerank得到查询结果。它将原始向量保存在NVMe SSD中来减少存储开销。为了提升查询效率，本文设计了连续编号向量读取策略进行异步I/O读取并使用小容量向量Cache来减少读取次数、缓解高并发查询处理时NVMe SSD的读带宽瓶颈，从而降低读取延迟。为了保证连续编号向量读取策略的有效性，本文设计了双层聚类+哈密尔顿簇内排序算法来增加粗排阶段向量编号的连续性。

实验结果表明，对于不同规模前缀和不同目标分区数，数量-热度前缀均衡分区算法可以将分区之间的数据量差距和热度差距均控制在5%之内；对不同维度的百度真实向量数据集，双层聚类+哈密尔顿簇内排序算法能够有效降低I/O读取次数35%左右，连续编号向量读取策略和5%的小容量向量Cache整体可以至少将QPS提升50%以上，平均查询延迟降低33%以上。"
