Year,Title,Link,Abstract
2024,Robot Graph Grammars: Towards Custom Robots for Every Task,https://hdl.handle.net/1721.1/153850,"As robots find broader applications outside factory floors, they face an increasing number of challenges. For example, they must accommodate rugged terrain, limited battery capacity, and complex dynamics. Existing robots are largely designed by hand to meet a given set of specifications. While highly capable, these manually-designed robots tend to leave performance on the table. These difficulties have motivated research into automatic robot design tools. Early tools were often limited in the range of robot topologies they can explore, however. Current graph-based robot representations can expand the space of possible designs, but it is not always clear how the resulting designs can be fabricated.

To enable efficient design exploration and ensure fabricability, we propose graph grammars as a universal robot design representation. Graph grammars use rewriting rules to incrementally add complexity or select among distinct design alternatives. Because only fabricable components and connections are expressed in the grammar, the generated robot topologies are valid by construction. Through recursion and branching, graph grammars can also generate a large variety of possible designs. To tackle this expansive search space, we propose a specialized learning-based search algorithm called Graph Heuristic Search (GHS). GHS focuses limited simulation resources on the most promising designs. We compare GHS to random search and Monte-Carlo tree search baselines, showing that GHS finds higher-performing designs in less wall-clock time. We combine graph grammars and GHS with other techniques such as differentiable simulation to efficiently optimize multiple types of mobile robots. In doing so, we show that graph grammars are a principled yet general design representation for robot co-design. Their efficiency and versatility brings us one step closer to the dream of generating custom robots for every task."
2024,Methods for Extracting and Analyzing Political Content on TikTok,https://hdl.handle.net/1721.1/156993,"In this thesis, I investigate the dynamics of political discourse on TikTok, with a focus on crafting a comprehensive methodology for extracting and analyzing political content related to the 2024 U.S. Presidential Election. This research utilizes a blend of advanced computational tools and crowd-sourced evaluations to delve into the mechanisms through which political influence is both exerted and perceived on the platform. For data collection, the study employed TikAPI, a tool designed for systematic scraping of TikTok videos, which targeted specific political hashtags to amass a substantial dataset. This dataset was analyzed using a variety of innovative methods, including snowball sampling to ensure a representative range of political engagement, and integration with Python to automate the data collection process. Additionally, I utilized Large Language Models (LLMs) to evaluate the relevance and persuasive impact of the content, and these machine-generated insights were then benchmarked against human judgments. Overall, the findings indicate a slight preference for Republican discourse on TikTok. Moreover, I demonstrate that OpenAI’s GPT can effectively classify videos by topic, although human input remains essential for more nuanced tasks such as stance detection and evaluation of persuasive effect. This exploration into the political landscape of TikTok represents one of the first of its kind, with the primary aim of this thesis being to develop a methodology that will support future research in this field."
2024,Exploiting irregular parallelism to accelerate FPGA routing,https://hdl.handle.net/1721.1/157224,"In the era of hardware specialization, field-programmable gate arrays (FPGAs) provide a promising platform for computer architects, combining the programmability of software with the speed and performance of hardware. Despite this, compiling hardware programs onto FPGAs can be incredibly time-consuming, making it hard to develop and iterate on complex FPGA programs. Of particular relevance is the routing phase, which takes a circuit’s technology-mapped netlist and routes its signals using the switches and wires present on a given FPGA architecture, often with a target of minimizing critical path delay. This optimization problem is known to be NP-hard, and existing algorithms for approximating it exhibit very little regular parallelism.
This thesis accelerates the routing phase of VTR 8.0, a commonly used, open-source research tool for FPGA CAD flow. We show that despite the lack of regular parallelism, routing still exhibits significant irregular parallelism. This parallelism can be exploited on parallel architectures that provide hardware support for ordered tasks and fine-grained speculation, such as the Swarm architecture. Using Swarm, we exploit the parallelism present at the core of VTR’s algorithm, achieving a 35.9x speedup on a single routing iteration of a large benchmark (cholesky_mc) on 256 cores."
2024,Equitable Bus Route Electrification Based on a Mixed Integer Linear Programming Approach,https://hdl.handle.net/1721.1/156770,"While public transportation has seen improvement over time with advancements in vehicle technology and urban planning, low-income populations do not see the full benefit of these advancements. The common approach to transportation planning is to distribute benefits in the most cost-efficient manner, meaning neighborhoods with the best existing infrastructure are likely to receive more timely benefits than low-income areas that require more costly updates. This disparity can be thought of as a lack of equity in transportation planning, where equity means that the population that needs a public service the most should benefit the most from improvement of that service.

This work focuses on improving equity within the proposed electrification of the Massachusetts Bay Transportation Authority (MBTA) bus network in Boston. We are interested in which routes should receive updates first to maximize equity, while understanding that focusing on equity poses an inherent cost trade-off. To solve this problem, an optimal subset of routes must be selected for electrification using an objective function that prioritizes routes with the lowest income riders and the highest levels of pollution from diesel buses.

Assuming an optimal cost structure for the full transition to battery-electric buses, and also assuming that not all depots and routes will be electrified on the same time scale, we use Mixed Integer Linear Programming (MILP) methods and a quantification of transportation equity in various objective functions to decide which bus routes originating from the Cabot depot should be prioritized for electrification benefits from an equity standpoint. We then analyze the sensitivity of our results to changes in the cost constraint and conclude the degree to which equity factors correspond to higher energy transition costs. The results show that high-pollution routes are less attractive from a cost standpoint than low-income ridership routes. It is also shown that a given percentage of total electrification costs can electrify a subset of routes with even larger percentages of total pollution and low-income ridership, meaning that the benefits of including equity factors are high for given cost levels in our problem scope."
2024,ZeroWD: Supporting Zero-Waste Garment Design with Linked Edits,https://hdl.handle.net/1721.1/153878,"In traditional garment manufacturing, the way fabrics are cut produces significant waste due to inefficiencies in the design and layout of the garment panels on fabric. Recently fashion designers have begun to explore different ways to design and layout garment panels in more efficient ways. An extreme example of this efficient fashion design process is zero waste fashion design, which aims to use all available fabric in the resulting garment. Currently many zero waste fashion designers manually cut out the 2D patterns and experiment with their 3D shape. With zero-waste design being inherently strictly constrained by the dimensions of the fabric, designers need to perform meticulous calculations for tasks as resizing and restyling. In our work, we propose ZeroWD, a novel interactive design tool that assists zero-waste fashion design by bringing pattern layout and cutting earlier in the design process. With our tool, designers can design zero waste garment panels and simulate the garment’s 3D shape with realtime feedback. By embedding zero-waste design constraints into the system, we enable designers to focus on the creative design rather than tedious constraint solving. Our user study demonstrates that ZeroWD can help fashion designers create garments with minimal waste."
2024,"Illuminating the Nature of Dark Matter through Observation, Simulation and Machine Learning",https://hdl.handle.net/1721.1/156592,"Dark matter constitutes 85% of the matter content in the universe, yet its microscopic nature remains elusive. Discovering the nature of dark matter will not only greatly further our understanding of the universe but will almost certainly shed light on what lies beyond the Standard Model of particle physics. In this thesis, I discuss the progress I have made in the hunt for dark matter by proposing direct observation strategies in the present-day universe, building simulations for dark matter energy injection imprints in the early universe, and using Machine Learning to address the unique challenges in both of these tasks. Specifically, I explore using the echoes of astrophysical radio sources to probe axion dark matter, self-consistently simulating dark matter energy injection in the era of reionization, employing simple Neural Networks to improve these early universe simulations, and utilizing Machine Learning-powered inference techniques to tackle the problem of the Galactic Center 1-ray Excess."
2024,"Advancements in Management Science: Applications to Online Retail, Healthcare, and Non-Profit Fundraising",https://hdl.handle.net/1721.1/157734,"Management science is an evolving-field that requires novel models and algorithms, combining methods from statistics, optimization, and machine learning. This thesis presents advancements in management science across three domains: revenue management, healthcare, and non-profit funding platforms. The chapters in this thesis develop rigorous algorithms and techniques which are relevant in practice, and present data-driven insights into each of the application areas. 

Chapter 2 studies a personalized dynamic pricing problem commonly faced by online retailers. Customers arrive sequentially to the selling platform, and for each arrival the seller must make an immediate pricing decision for that customer. The seller aims to learn the demand as a function of price and customer covariates through price experimentation, while simultaneously earning as much total revenue as possible. Previous work on this topic have adopted a classical online learning setup, where the retailer begins the selling horizon with no information about the problem and gains all knowledge about the demand function from the online selling phase. However, this assumption is often not true in practice. Many retailers already possess some information about their product's demand from market research or previous sales data, and not utilizing this information is clearly suboptimal. The chapter develops a novel framework that allows the seller to incorporate historical data on pricing decisions and realized demand, and moreover enables one to study the effect that certain characteristics of this historical dataset have on online selling performance. Using this framework, a dynamic pricing algorithm is proposed which effectively uses both historical and real time data, and achieves provably optimal performance. Furthermore, a new distance measure is developed to quantify how close the historical pricing decisions are to being optimal. Using this distance measure, the chapter shows a surprising inverse relationship between this measure and the achievable online performance.  

Chapter 3 focuses on applying causal inference techniques to study the treatment efficacy of different antibiotics on patients with urinary tract infection. Up to 50% of women will experience a urinary tract infection (UTI) in their lifetime, making it the third most common indication for antibiotic treatment in the United States. Though national treatment guidelines encourage using one of three antibiotics as the first-line treatment, other second-line and alternative antibiotics are still commonly prescribed in practice. Studies on the efficacy of first-line versus second-line and alternative antibiotics for UTI are limited and dated. The chapter presents a retrospective cohort study using the claims database from Independence Blue Cross to determine the relative efficacy and adverse event rates between different categories of antibiotics. By combining causal inference techniques with automated feature extraction using the Observational Medical Outcomes Partnership (OMOP) common data model, evidence is found which supports the use of guideline-recommended first-line treatments for uncomplicated UTI. Specifically, the rate of treatment efficacy is higher for first-line antibiotics relative to alternatives. Surprisingly, the analysis also finds evidence which supports increased efficacy of first line agents relative to second-line antibiotics, which are of broader spectrum, albeit the effect difference is smaller compared to the comparison between first-line antibiotics and alternatives. This large-scale cohort study which includes a comprehensive collection of covariates provides much-needed evidence to support the continued recommendation of first-line drugs for the treatment of UTI. The chapter also suggests the feasibility for performing complex causal inference analyses using automated feature engineering packages for OMOP-formatted datasets.

Chapter 4 studies an online matching problem where sequentially arriving donors must be matched to projects needing funding on peer-to-peer philanthropic crowdfunding platforms such as DonorsChoose.org. Empirical studies have shown that (i) donors have heterogeneous preferences over the projects, and (ii) many return to make more than one donation. Facing such donors, the platform’s aim is to match each donor to one of their preferred projects so as to maximize the total donation without over-funding any projects and without knowing the arrival pattern. Previous work in the literature have not studied the effect of returning donors on algorithm performance. The chapter shows an upper bound on the best achievable worst-case performance of any online algorithm which reveals the relationship between donor return rate and algorithm performance. Furthermore, numerical analysis shows that a simple known algorithm achieves a performance that improves with the number of returning donors without differentiating between the original and return donors. The algorithm is intuitive and straightforward to implement, and the results shed light on the practical value that returning traffic can bring for fundraising platforms."
2024,Dynamics of Gradient Flow with Contrastive Learning,https://hdl.handle.net/1721.1/157033,"Contrastive learning (CL), in di erent forms, has been shown to learn discriminatory representations for downstream tasks without the need of human labeling. In the representation space learnt via CL, each class collapses to a distinct vertex of a simplex on a hypersphere during training. This property, also seen in other types of learning tasks, might explain why CL works as well as it does. Having class collapse on the test distribution, which determines how well the model generalizes to new samples and new classes, is tied to class collapse on the training distribution under certain conditions as studied by Galanti et al. (2022). In the case of CL, minimizing the contrastive loss has been shown to lead to collapse during training by Graf et al. (2021). In a recent study, Xue et al. (2023) show that the minimizing the contrastive loss is not enough to observe class collapse in the representation space for a single layer linear model and that we need minimum norm minimizers for the collapse to happen. However, their results don't explain how class collapse can occur without adding an explicit bias. The implicit bias of the gradient descent is a likely candidate to explain this phenomena. Here, we investigate the gradient ow of the spectral contrastive loss and give a theoretical description of the learning dynamics."
2024,Classical Commitments to Quantum States,https://hdl.handle.net/1721.1/156278,"We define the notion of a classical commitment to quantum state scheme, which allows a quantum prover to compute a classical commitment to a quantum state and later open each qubit of the state in either the standard or Hadamard basis, while limiting communication with the verifier to a classical channel. Our scheme strengthens the notion of a measurement protocol from [Mah18], which is binding only in the standard basis. We construct our commitment scheme from the post-quantum Learning With Errors (LWE) assumption, and rely directly on any noisy trapdoor claw-free function family that satisfies the adaptive hardcore bit property first introduced in [Bra+18]."
2024,Machine Learning for Sepsis Prognosis: Prediction Models and Dissecting Electronic Health Records,https://hdl.handle.net/1721.1/156618,"Sepsis is the body's extreme response to an infection. It is a life-threatening medical emergency. Given the heavy burden sepsis has posed on the health care system, extensive research in the area has been performed to facilitate sepsis diagnosis. Sepsis prognosis can support the assessment of the likely progression of the disease and thus inform treatment decisions, but it is much less explored. Here I present two approaches to build sepsis prognosis models. First, I introduced the idea of assessing neutrophil function from simple-to-obtain phase microscopy images. I developed an experimental pipeline using measurement of reactive oxygen species genera=on as a label of neutrophil function. I generated a large neutrophil imaging dataset and explored different deep learning approaches to predict neutrophil activation state. Second, I developed machine learning models to predict sepsis patient future clinical score using electronic health records. As part of the effort, I developed a multidatabase extraction pipeline to facilitate electronic health records extraction process. My work demonstrates the potential of using deep learning models to evaluate functional aspects of the immune system and to predict sepsis patient future state, which could provide significant insight into sepsis prognostic monitoring and is easy to adapt in clinical settings. It is of great significance to understand the input data in developing reliable and generalizable machine learning for healthcare models. It is also increasingly apparent that machine learning for healthcare models can predict patient sensitive information from data that does not explicitly encode it. However, we lack a clear understanding of the extent of the problem: what types of sensitive information can be predicted and how it generalizes to different models or different datasets. We lack approaches to develop models that can make clinical inferences but not infer sensitive information. Critically, we also lack approaches to explain such data encoding. Using electronic health records, I thoroughly investigated the ability of machine learning models to encode a wide range of patient sensitive information. I developed a strategy to ensure that clinical prediction is minimally based on patient-sensitive information. I presented an approach that can explain feature importance in patient sensitive information encoding. This set of studies not only allows us to gain deep understanding of the sepsis patient clinical score prediction model but also are applicable to a variety of machine learning models utilizing time-series data."
2024,Harvesting Innovation: Exploring the Potential of an AI-Enabled Platform to Revolutionize Agricultural Labor Markets,https://hdl.handle.net/1721.1/156032,"Labor shortages in agriculture are a global problem that cause revenue losses and resource waste. In the US, immigration is the main source of such laborers, but labor immigration has decreased by 75% in recent years and costs due to unharvested crops due to labor shortage in  agriculture were estimated at USD 3.1 Billion per year in 2014.

This thesis investigates the persistent labor shortages in the agricultural sectors of the southern United States and Mexico, exploring the feasibility of alleviating these shortages through a labor matching platform enhanced by artificial intelligence (AI). With a focus on the economic implications and structural deficiencies in agricultural labor markets, the study examines how a digital platform can bridge the gap between supply and demand for agricultural labor. 

The research employs a multi-dimensional approach that includes extensive literature review, in-depth interviews with stakeholders, system dynamics modeling, and action research involving the launch of a company and release of a Minimum Viable Product (MVP). The MVP, a foundational component of the proposed digital platform, has been tested in the market to gather quantitative data and insights using web advertising. 

The findings highlight the platform’s potential to streamline labor matching processes, improve transparency, and increase efficiency in the agricultural labor market. Additionally, the integration of AI provides intelligent matchmaking capabilities, predicting and aligning labor needs with available workers more effectively. 

Not only does this thesis provide a potential business model to tackle a critical economic problem, but it also contributes to the broader discourse on the role of technology in transforming traditional industries in advanced and emerging economies."
2024,Machine-Learning based Ship Traffic Prediction in the Suez Canal,https://hdl.handle.net/1721.1/153995,"This study implements and evaluates two approaches for predicting the average annual daily ship traffic (AADT) of ships within the Suez Canal with a focus on evaluating how deep-learning techniques can be leveraged for both approaches. The first approach is a novel method that utilizes both satellite imagery and AIS technology to predict the AADT. In order to do so, a 2-stage model is implemented that combines an image detection model followed by a correction factor model. The image detection model employs Mask R-CNN, a deep-learning neural network, and the correction factor model utilizes Long Short-Term Memory (LSTM), a recurrent neural network, to train on historical AIS data. Results of the 2-stage model using LSTM demonstrate positive indication of technical feasibility for the approach due to ground-truth AADT values falling within the interquartile range of predictions for all validation sets. Furthermore, although the interquartile ranges have considerable variation, the 2-stage model with LSTM had a mean absolute percentage error (MAPE) of 13.2% based on its median AADT predictions; this is a successful outcome especially when considering the high variance of vessel traffic and the noisiness that comes with satellite imagery’s small sampling rate as just snapshot moments in time. In addition to the 2-stage model, this study also implements a second approach involving a discrete-event simulation (DES) to estimate AADT, and we evaluate how the DES can benefit from using deep-learning techniques like LSTM. Results from the DES model with LSTM indicate an improved 90.8% reduction on the interquartile range of AADT predictions in comparison to that of the 2-stage model. Additionally, the DES model with LSTM had an MAPE of 3.8% for its median AADT predictions, demonstrating strong predictive accuracy. Overall, patterns within the AIS data indicate that despite the effects of Covid-19 in 2020, there is an increase in traffic in subsequent years especially in 2022 due to a rebound effect."
2024,Force Feedback and Tactile Sensing for Robotic Teleoperation of Contact Rich Manipulation Tasks,https://hdl.handle.net/1721.1/156561,"Imitation learning has shown promising results in teaching robots new skills. We propose augmenting the ALOHA bimanual teleoperation system with haptic feedback to obtain higher quality expert demonstrations. We add two types of haptic feedback: force feedback and cutaneous feedback in both a real and simulation teleoperation system. Additionally, we propose to add tactile sensors to observe the impact of tactile data to imitation learning models in solving fine manipulation tasks."
